activity_id,user_id,user_activity_type_id,day_activity,time_activity
201,68,16,1,01:46:40
202,68,16,1,01:46:54
203,68,16,1,01:47:18
204,68,16,1,01:47:36
205,68,16,1,01:47:57
206,125,16,1,01:48:00
207,68,16,1,01:48:09
208,68,16,1,01:48:25
209,125,16,1,01:48:31
210,125,16,1,01:48:46
211,68,16,1,01:48:47
212,125,16,1,01:49:00
213,68,16,1,01:49:13
214,125,16,1,01:49:22
215,68,16,1,01:49:23
216,68,16,1,01:49:39
217,68,16,1,01:50:03
218,125,16,1,01:50:41
219,125,16,1,01:51:04
220,125,16,1,01:51:28
221,125,16,1,01:51:34
222,125,16,1,01:51:59
223,125,16,1,01:59:33
224,68,16,1,02:06:30
225,68,16,1,02:06:54
226,68,12,1,02:07:13
227,68,16,1,02:07:29
228,68,16,1,02:07:59
229,68,16,1,02:08:03
230,177,11,1,02:08:34
231,177,11,1,02:08:34
232,68,16,1,02:09:04
233,68,12,1,02:09:19
234,68,16,1,02:09:34
235,177,12,1,02:09:52
236,68,16,1,02:09:55
237,68,16,1,02:10:15
238,68,16,1,02:10:30
239,68,16,1,02:10:57
240,68,16,1,02:11:11
241,68,16,1,02:11:24
242,68,16,1,02:11:40
243,68,16,1,02:11:57
244,68,16,1,02:12:13
245,68,16,1,02:12:22
246,177,12,1,02:12:28
247,68,16,1,02:12:38
248,68,16,1,02:13:00
249,68,16,1,02:13:14
250,177,12,1,02:13:22
251,68,16,1,02:13:32
252,68,16,1,02:13:46
253,68,16,1,02:14:03
254,68,16,1,02:14:17
255,68,16,1,02:14:33
256,68,16,1,02:14:51
257,68,16,1,02:15:05
258,68,16,1,02:15:25
259,68,16,1,02:15:43
260,68,16,1,02:15:58
261,68,16,1,02:16:14
262,68,16,1,02:16:30
263,68,16,1,02:16:53
264,68,16,1,02:17:05
265,68,16,1,02:17:19
266,68,12,1,02:17:43
267,68,16,1,02:17:51
268,68,16,1,02:18:12
269,68,16,1,02:18:20
270,68,16,1,02:18:46
271,68,16,1,02:18:56
272,68,16,1,02:19:09
273,191,11,1,02:19:14
274,191,11,1,02:19:14
275,68,16,1,02:19:22
276,68,16,1,02:19:40
277,68,16,1,02:19:56
278,68,16,1,02:20:09
279,68,16,1,02:20:20
280,68,16,1,02:20:32
281,68,16,1,02:20:53
282,68,16,1,02:21:12
283,68,16,1,02:21:33
284,68,16,1,02:21:47
285,68,16,1,02:22:05
286,68,16,1,02:22:26
287,68,16,1,02:22:37
288,191,16,1,02:22:42
289,191,16,1,02:22:50
290,68,16,1,02:22:53
291,191,16,1,02:23:02
292,68,16,1,02:23:05
293,68,16,1,02:23:19
294,68,16,1,02:23:34
295,68,16,1,02:25:03
296,68,16,1,02:25:07
297,68,16,1,02:25:15
298,68,16,1,02:25:40
299,68,16,1,02:27:09
300,68,16,1,02:27:32
301,177,16,1,02:30:03
302,177,16,1,02:30:18
303,177,16,1,02:30:46
304,177,16,1,02:31:08
305,177,16,1,02:31:26
306,177,16,1,02:31:40
307,177,16,1,02:31:54
308,177,16,1,02:32:18
309,177,16,1,02:32:30
310,68,16,1,02:32:38
311,68,16,1,02:32:59
312,68,16,1,02:33:23
313,68,16,1,02:33:41
314,68,16,1,02:34:02
315,68,16,1,02:34:16
316,68,16,1,02:34:39
317,68,16,1,02:34:43
318,68,16,1,02:34:47
319,68,16,1,02:35:22
320,68,16,1,02:35:43
321,68,16,1,02:35:48
322,68,16,1,02:36:10
323,68,16,1,02:38:12
324,68,16,1,02:38:16
325,68,16,1,02:38:34
326,68,16,1,02:38:44
327,68,16,1,02:38:53
328,68,16,1,02:39:01
329,68,16,1,02:39:09
330,68,16,1,02:39:16
331,68,16,1,02:39:20
332,68,16,1,02:39:24
333,68,16,1,02:39:25
334,68,16,1,02:39:47
335,68,16,1,02:40:37
336,68,16,1,02:40:39
337,68,16,1,02:40:40
338,68,16,1,02:40:42
339,68,16,1,02:40:44
340,68,16,1,02:40:46
341,68,16,1,02:40:47
342,68,16,1,02:40:56
343,68,16,1,02:41:33
344,68,16,1,02:41:43
345,68,16,1,02:42:01
346,125,16,1,02:42:08
347,68,16,1,02:42:26
348,68,16,1,02:42:47
349,125,16,1,02:42:56
350,68,16,1,02:43:01
351,68,16,1,02:43:05
352,68,16,1,02:43:40
353,68,16,1,02:43:49
354,68,12,1,02:43:58
355,125,16,1,02:44:01
356,68,16,1,02:44:11
357,125,16,1,02:44:36
358,68,16,1,02:44:47
359,125,16,1,02:44:48
360,68,12,1,02:45:11
361,68,16,1,02:45:31
362,68,16,1,02:45:52
363,125,16,1,02:45:58
364,68,16,1,02:46:10
365,68,16,1,02:46:32
366,68,16,1,02:46:47
367,222,11,1,02:54:37
368,222,11,1,02:54:37
369,223,11,1,02:54:49
370,223,11,1,02:54:49
371,223,16,1,02:59:21
372,223,16,1,02:59:29
373,223,16,1,03:00:54
374,230,11,1,03:01:00
375,230,11,1,03:01:00
376,223,16,1,03:01:14
377,223,16,1,03:01:37
378,230,16,1,03:04:36
379,230,16,1,03:08:44
380,230,16,1,03:10:28
381,230,16,1,03:11:54
382,230,16,1,03:11:57
383,230,16,1,03:12:25
384,246,11,1,03:12:50
385,246,11,1,03:12:50
386,230,16,1,03:16:22
387,230,16,1,03:18:51
388,230,16,1,03:19:04
389,230,16,1,03:20:08
390,230,16,1,03:23:02
391,230,16,1,03:23:16
392,250,11,1,03:25:35
393,250,11,1,03:25:35
394,250,16,1,03:28:52
395,250,16,1,03:29:23
396,250,16,1,03:29:53
397,250,16,1,03:30:17
398,251,11,1,03:45:14
399,251,11,1,03:45:14
400,125,16,1,03:56:50
401,125,16,1,03:57:10
402,125,16,1,03:57:15
403,252,11,1,03:59:53
404,252,11,1,03:59:53
405,252,16,1,04:01:34
406,252,16,1,04:02:00
407,253,11,1,04:02:03
408,253,11,1,04:02:03
409,252,16,1,04:02:06
410,252,16,1,04:02:29
411,252,16,1,04:02:54
412,252,16,1,04:03:03
413,253,16,1,04:04:43
414,255,11,1,04:33:59
415,255,11,1,04:33:59
416,255,16,1,04:35:16
417,255,16,1,04:35:44
418,255,16,1,04:36:11
419,256,11,1,04:36:20
420,256,11,1,04:36:20
421,255,16,1,04:36:34
422,255,16,1,04:36:58
423,255,16,1,04:37:19
424,255,16,1,04:37:41
425,256,16,1,04:38:26
426,256,16,1,04:38:52
427,256,16,1,04:39:17
428,257,11,1,05:31:13
429,257,11,1,05:31:13
430,257,16,1,05:33:00
431,257,16,1,05:33:35
432,258,11,1,05:44:03
433,258,11,1,05:44:03
434,258,16,1,05:46:11
435,258,16,1,05:46:25
436,258,16,1,05:46:39
437,259,11,1,05:46:44
438,259,11,1,05:46:44
439,258,16,1,05:46:53
440,258,16,1,05:47:02
441,258,16,1,05:47:21
442,258,16,1,05:47:25
443,258,16,1,05:48:24
444,258,16,1,05:48:37
445,259,16,1,05:48:38
446,259,16,1,05:49:01
447,260,11,1,06:03:10
448,260,11,1,06:03:10
449,261,11,1,06:08:55
450,261,11,1,06:08:55
451,262,11,1,06:24:29
452,262,11,1,06:24:29
453,262,16,1,06:29:42
454,262,16,1,06:30:14
455,262,16,1,06:30:23
456,262,16,1,06:30:24
457,262,16,1,06:30:29
458,262,16,1,06:30:42
459,262,16,1,06:30:58
460,263,11,1,06:31:43
461,263,11,1,06:31:43
462,264,11,1,06:31:45
463,264,11,1,06:31:45
464,264,16,1,06:33:27
465,264,16,1,06:34:09
466,265,11,1,07:20:53
467,265,11,1,07:20:53
468,266,11,1,07:21:25
469,266,11,1,07:21:25
470,266,16,1,07:23:02
471,266,16,1,07:23:04
472,266,16,1,07:23:22
473,266,16,1,07:24:16
474,266,16,1,07:24:37
475,266,16,1,07:24:57
476,266,16,1,07:25:17
477,266,16,1,07:25:50
478,266,16,1,07:26:04
479,266,16,1,07:26:21
480,266,16,1,07:26:35
481,266,16,1,07:26:57
482,266,16,1,07:27:10
483,266,16,1,07:27:29
484,266,16,1,07:27:42
485,266,16,1,07:27:57
486,266,16,1,07:29:15
487,266,16,1,07:29:31
488,265,16,1,07:29:33
489,265,16,1,07:29:49
490,265,12,1,07:29:53
491,265,12,1,07:30:01
492,265,12,1,07:30:08
493,265,12,1,07:30:17
494,265,16,1,07:30:45
495,265,16,1,07:31:02
496,265,16,1,07:31:52
497,265,16,1,07:32:19
498,265,12,1,07:32:52
499,265,12,1,07:33:17
500,266,16,1,07:33:27
501,265,16,1,07:33:39
502,266,16,1,07:33:46
503,265,16,1,07:34:03
504,267,11,1,07:34:04
505,267,11,1,07:34:04
506,266,16,1,07:34:05
507,265,16,1,07:34:18
508,265,12,1,07:34:21
509,266,16,1,07:34:21
510,265,16,1,07:34:39
511,266,16,1,07:34:41
512,265,12,1,07:34:43
513,265,12,1,07:34:47
514,265,16,1,07:35:08
515,265,16,1,07:35:20
516,265,12,1,07:35:24
517,265,12,1,07:35:28
518,265,16,1,07:35:49
519,265,12,1,07:35:51
520,265,16,1,07:36:16
521,265,16,1,07:36:40
522,265,16,1,07:36:59
523,265,16,1,07:37:10
524,265,12,1,07:37:16
525,265,16,1,07:37:35
526,265,16,1,07:37:50
527,265,16,1,07:37:59
528,265,12,1,07:38:32
529,265,12,1,07:38:39
530,265,16,1,07:38:47
531,265,16,1,07:39:08
532,266,16,1,07:39:14
533,266,16,1,07:39:25
534,265,16,1,07:39:28
535,266,16,1,07:39:35
536,265,16,1,07:39:40
537,266,16,1,07:39:51
538,265,16,1,07:39:59
539,265,16,1,07:40:13
540,265,16,1,07:42:54
541,265,12,1,07:43:03
542,265,16,1,07:43:07
543,265,12,1,07:43:10
544,265,16,1,07:43:20
545,265,16,1,07:43:38
546,265,16,1,07:43:52
547,268,11,1,07:55:17
548,268,11,1,07:55:17
549,269,11,1,08:02:19
550,269,11,1,08:02:19
551,270,11,1,08:14:49
552,270,11,1,08:14:49
553,271,11,1,08:41:10
554,271,11,1,08:41:10
555,271,16,1,08:42:29
556,272,11,1,08:43:14
557,272,11,1,08:43:14
558,271,16,1,08:44:58
559,271,16,1,08:45:29
560,271,16,1,08:45:52
561,273,11,1,08:46:03
562,273,11,1,08:46:03
563,271,16,1,08:46:08
564,271,16,1,08:46:25
565,271,16,1,08:46:40
566,271,16,1,08:46:56
567,271,16,1,08:47:03
568,271,16,1,08:47:17
569,271,16,1,08:47:31
570,271,16,1,08:48:06
571,271,16,1,08:48:26
572,271,16,1,08:48:39
573,271,16,1,08:48:41
574,271,16,1,08:49:07
575,271,16,1,08:49:27
576,271,16,1,08:49:52
577,271,16,1,08:50:10
578,271,16,1,08:50:36
579,271,16,1,08:50:52
580,271,16,1,08:51:09
581,271,16,1,08:51:27
582,271,16,1,08:52:03
583,271,16,1,08:52:10
584,271,16,1,08:52:21
585,271,16,1,08:52:45
586,271,16,1,08:53:02
587,271,16,1,08:53:39
588,271,16,1,08:53:46
589,274,11,1,09:08:27
590,274,11,1,09:08:27
591,274,16,1,09:10:13
592,274,12,1,09:10:41
593,274,16,1,09:10:56
594,274,16,1,09:11:09
595,274,16,1,09:11:18
596,274,16,1,09:11:40
597,274,11,1,09:12:15
598,274,12,1,09:12:18
599,274,16,1,09:12:28
600,274,16,1,09:12:57
601,274,16,1,09:13:07
602,274,16,1,09:13:16
603,274,16,1,09:13:22
604,274,12,1,09:13:36
605,274,16,1,09:13:48
606,274,16,1,09:13:56
607,274,16,1,09:14:10
608,274,16,1,09:14:42
609,275,11,1,09:27:31
610,275,11,1,09:27:31
611,276,11,1,09:40:39
612,276,11,1,09:40:39
613,276,16,1,09:43:35
614,276,16,1,09:43:52
615,276,16,1,09:44:07
616,276,16,1,09:44:19
617,276,16,1,09:44:43
618,277,11,1,10:00:10
619,277,11,1,10:00:10
620,279,11,1,10:15:30
621,279,11,1,10:15:30
622,279,12,1,10:18:43
623,279,12,1,10:19:51
624,280,11,1,10:19:52
625,280,11,1,10:19:52
626,280,16,1,10:21:25
627,280,16,1,10:21:50
628,280,16,1,10:22:14
629,279,12,1,10:22:38
630,280,16,1,10:22:58
631,280,16,1,10:23:08
632,280,16,1,10:23:10
633,279,12,1,10:24:27
634,279,12,1,10:26:42
635,279,12,1,10:26:49
636,280,16,1,10:27:43
637,280,16,1,10:27:47
638,281,11,1,10:31:25
639,281,11,1,10:31:25
640,282,11,1,10:32:16
641,282,11,1,10:32:16
642,277,16,1,10:38:55
643,277,16,1,10:39:09
644,277,16,1,10:39:16
645,277,16,1,10:40:22
646,283,11,1,10:40:50
647,283,11,1,10:40:50
648,277,16,1,10:42:48
649,277,16,1,10:42:50
650,277,12,1,10:43:13
651,277,12,1,10:43:18
652,277,12,1,10:43:30
653,277,16,1,10:43:41
654,277,12,1,10:43:45
655,284,11,1,10:51:17
656,284,11,1,10:51:17
657,285,11,1,11:37:37
658,285,11,1,11:37:37
659,286,11,1,11:40:00
660,286,11,1,11:40:00
661,286,12,1,11:41:40
662,285,16,1,11:45:51
663,287,11,1,11:45:59
664,287,11,1,11:45:59
665,285,16,1,11:48:09
666,287,16,1,11:50:43
667,288,11,1,11:50:43
668,288,11,1,11:50:44
669,287,16,1,11:51:11
670,287,16,1,11:51:26
671,289,11,1,11:57:26
672,289,11,1,11:57:26
673,290,11,1,11:58:07
674,290,11,1,11:58:07
675,290,16,1,12:02:24
676,290,16,1,12:03:00
677,290,16,1,12:03:16
678,290,16,1,12:03:56
679,290,16,1,12:04:34
680,290,16,1,12:04:50
681,291,11,1,12:05:08
682,291,11,1,12:05:08
683,290,16,1,12:05:10
684,290,16,1,12:05:19
685,290,16,1,12:05:31
686,290,16,1,12:05:58
687,290,16,1,12:06:15
688,290,16,1,12:06:40
689,292,11,1,12:16:24
690,292,11,1,12:16:24
691,293,11,1,12:39:16
692,293,11,1,12:39:16
693,294,11,1,12:50:29
694,294,11,1,12:50:29
695,295,11,1,12:51:16
696,295,11,1,12:51:16
697,296,11,1,12:54:51
698,296,11,1,12:54:51
699,296,16,1,12:57:13
700,296,16,1,12:57:38
701,296,16,1,12:58:05
702,296,16,1,12:58:26
703,296,16,1,12:58:43
704,297,11,1,13:03:43
705,297,11,1,13:03:43
706,298,11,1,13:03:47
707,298,11,1,13:03:47
708,298,16,1,13:05:46
709,298,16,1,13:06:05
710,298,16,1,13:06:16
711,298,16,1,13:06:22
712,297,16,1,13:06:34
713,298,16,1,13:06:37
714,297,16,1,13:07:01
715,297,16,1,13:07:41
716,297,16,1,13:08:07
717,297,12,1,13:08:24
718,297,12,1,13:08:30
719,297,16,1,13:08:43
720,297,16,1,13:09:13
721,299,11,1,13:28:34
722,299,11,1,13:28:34
723,299,12,1,13:42:47
724,299,12,1,13:42:48
725,299,12,1,13:42:49
726,299,12,1,13:42:51
727,299,12,1,13:42:52
728,299,16,1,13:43:04
729,299,12,1,13:43:22
730,299,12,1,13:43:37
731,299,12,1,13:43:38
732,299,12,1,13:43:39
733,299,16,1,13:43:50
734,300,11,1,13:45:00
735,300,11,1,13:45:00
736,299,16,1,13:45:39
737,299,12,1,13:45:42
738,299,16,1,13:46:00
739,299,16,1,13:47:03
740,300,16,1,13:47:26
741,299,16,1,13:47:33
742,300,16,1,13:47:35
743,299,16,1,13:53:34
744,299,16,1,13:53:51
745,299,16,1,13:54:04
746,299,16,1,13:54:22
747,299,16,1,13:54:46
748,299,16,1,13:54:51
749,299,16,1,13:54:52
750,299,16,1,13:54:55
751,299,16,1,13:55:10
752,299,12,1,13:55:18
753,299,12,1,13:55:21
754,299,12,1,13:55:24
755,299,12,1,13:55:28
756,299,12,1,13:55:47
757,299,16,1,13:55:51
758,299,12,1,13:55:56
759,299,12,1,13:55:59
760,299,12,1,13:56:04
761,299,12,1,13:56:07
762,299,12,1,13:56:09
763,299,16,1,13:56:11
764,299,12,1,13:56:13
765,299,12,1,13:56:15
766,299,12,1,13:56:20
767,299,12,1,13:56:24
768,299,12,1,13:56:27
769,299,16,1,13:56:29
770,299,12,1,13:56:30
771,299,12,1,13:56:35
772,299,12,1,13:56:38
773,299,12,1,13:56:48
774,299,16,1,13:56:50
775,299,12,1,13:56:52
776,299,12,1,13:56:59
777,299,12,1,13:57:03
778,299,12,1,13:57:05
779,299,12,1,13:57:06
780,299,12,1,13:57:07
781,299,12,1,13:57:10
782,299,12,1,13:57:14
783,299,16,1,13:57:15
784,299,12,1,13:57:16
785,299,12,1,13:57:18
786,299,16,1,13:59:34
787,299,12,1,13:59:50
788,299,16,1,14:00:11
789,299,12,1,14:00:12
790,299,16,1,14:00:27
791,299,16,1,14:01:04
792,299,16,1,14:01:27
793,299,16,1,14:01:33
794,299,16,1,14:01:57
795,299,16,1,14:02:01
796,299,16,1,14:03:39
797,301,11,1,14:47:15
798,301,11,1,14:47:16
799,301,16,1,14:53:36
800,301,16,1,14:54:05
801,301,16,1,14:56:18
802,299,16,1,15:19:51
803,299,16,1,15:19:58
804,302,11,1,15:19:58
805,302,11,1,15:19:58
806,299,16,1,15:20:09
807,299,16,1,15:20:34
808,299,16,1,15:20:50
809,299,16,1,15:21:22
810,302,16,1,15:22:42
811,302,16,1,15:23:29
812,302,16,1,15:23:48
813,302,16,1,15:25:57
814,302,16,1,15:26:19
815,302,12,1,15:26:32
816,302,12,1,15:26:58
817,302,16,1,15:27:04
818,302,16,1,15:27:17
819,303,11,1,15:29:56
820,303,11,1,15:29:56
821,304,11,1,15:32:54
822,304,11,1,15:32:54
823,304,16,1,15:35:58
824,304,16,1,15:38:22
825,304,16,1,15:38:26
826,297,16,1,15:39:41
827,297,16,1,15:40:13
828,297,16,1,15:40:39
829,297,16,1,15:41:21
830,297,16,1,15:41:56
831,297,16,1,15:42:22
832,297,16,1,15:42:58
833,304,16,1,15:43:22
834,297,16,1,15:43:33
835,304,16,1,15:43:40
836,297,16,1,15:44:17
837,297,16,1,15:46:15
838,297,16,1,15:46:57
839,297,16,1,15:47:20
840,304,16,1,15:47:31
841,297,16,1,15:48:02
842,304,16,1,15:48:44
843,304,16,1,15:49:04
844,304,16,1,15:51:32
845,304,16,1,15:52:54
846,305,11,1,16:03:09
847,305,11,1,16:03:09
848,306,11,1,16:11:30
849,306,11,1,16:11:30
850,307,11,1,16:14:44
851,307,11,1,16:14:44
852,307,16,1,16:19:30
853,308,11,1,16:19:56
854,308,11,1,16:19:56
855,309,11,1,16:23:04
856,309,11,1,16:23:04
857,309,6,1,16:24:35
858,305,16,1,16:24:57
859,309,16,1,16:26:00
860,309,16,1,16:26:14
861,305,16,1,16:26:19
862,309,16,1,16:26:24
863,309,16,1,16:26:44
864,305,16,1,16:26:52
865,309,16,1,16:26:54
866,309,16,1,16:27:10
867,305,16,1,16:27:22
868,309,16,1,16:27:38
869,309,12,1,16:27:47
870,305,16,1,16:28:00
871,309,16,1,16:28:01
872,309,16,1,16:28:16
873,305,16,1,16:28:27
874,309,16,1,16:28:29
875,309,16,1,16:28:42
876,305,16,1,16:29:00
877,305,16,1,16:29:24
878,309,16,1,16:29:27
879,309,16,1,16:29:47
880,305,16,1,16:30:01
881,309,16,1,16:30:03
882,309,16,1,16:30:13
883,309,16,1,16:30:25
884,305,16,1,16:30:42
885,305,11,1,16:32:45
886,305,12,1,16:32:52
887,310,11,1,16:33:00
888,310,11,1,16:33:00
889,309,16,1,16:33:38
890,305,11,1,16:33:52
891,305,12,1,16:33:56
892,305,12,1,16:34:43
893,310,16,1,16:36:00
894,310,16,1,16:36:15
895,305,11,1,16:36:15
896,305,12,1,16:36:18
897,310,16,1,16:36:34
898,305,12,1,16:36:40
899,305,12,1,16:36:54
900,310,16,1,16:36:54
901,305,12,1,16:37:09
902,305,12,1,16:37:41
903,305,12,1,16:37:51
904,305,12,1,16:37:59
905,305,12,1,16:38:13
906,305,12,1,16:38:22
907,305,12,1,16:38:33
908,305,12,1,16:38:41
909,305,12,1,16:38:49
910,305,12,1,16:38:56
911,305,12,1,16:39:03
912,305,12,1,16:39:10
913,305,12,1,16:40:11
914,305,12,1,16:40:28
915,305,12,1,16:41:00
916,305,12,1,16:41:35
917,305,12,1,16:42:18
918,305,12,1,16:42:25
919,305,12,1,16:42:32
920,305,12,1,16:42:39
921,305,12,1,16:42:49
922,305,12,1,16:44:23
923,305,12,1,16:44:31
924,307,16,1,16:44:44
925,305,12,1,16:44:54
926,305,12,1,16:45:08
927,305,12,1,16:45:09
928,305,12,1,16:45:11
929,305,12,1,16:45:35
930,305,12,1,16:46:07
931,305,12,1,16:46:17
932,305,12,1,16:46:34
933,305,12,1,16:46:55
934,305,12,1,16:47:02
935,305,12,1,16:47:09
936,305,12,1,16:47:16
937,305,12,1,16:47:30
938,305,12,1,16:47:38
939,305,12,1,16:47:46
940,305,12,1,16:48:06
941,305,12,1,16:48:17
942,305,12,1,16:48:23
943,305,12,1,16:48:32
944,305,12,1,16:48:49
945,305,12,1,16:48:56
946,305,12,1,16:49:30
947,305,12,1,16:50:04
948,305,12,1,16:50:22
949,305,12,1,16:50:34
950,305,12,1,16:51:04
951,305,12,1,16:51:36
952,311,11,1,16:51:41
953,311,11,1,16:51:41
954,305,12,1,16:51:45
955,305,12,1,16:52:00
956,312,11,1,16:52:08
957,312,11,1,16:52:08
958,305,12,1,16:52:09
959,305,12,1,16:52:18
960,305,12,1,16:52:36
961,305,12,1,16:52:42
962,305,12,1,16:52:50
963,305,12,1,16:53:23
964,305,12,1,16:53:38
965,305,12,1,16:53:54
966,305,12,1,16:54:11
967,305,12,1,16:54:22
968,305,12,1,16:54:34
969,311,16,1,16:54:35
970,305,12,1,16:54:43
971,305,12,1,16:54:51
972,311,16,1,16:54:54
973,311,16,1,16:55:04
974,305,12,1,16:55:17
975,311,16,1,16:55:18
976,311,16,1,16:55:26
977,305,12,1,16:55:34
978,311,16,1,16:55:38
979,305,12,1,16:55:47
980,311,16,1,16:55:51
981,305,12,1,16:56:02
982,311,16,1,16:56:05
983,311,16,1,16:56:09
984,305,12,1,16:56:25
985,311,16,1,16:56:29
986,305,12,1,16:56:55
987,311,16,1,16:57:04
988,311,16,1,16:57:11
989,305,12,1,16:57:16
990,305,12,1,16:57:31
991,305,12,1,16:57:56
992,311,16,1,16:58:13
993,305,12,1,16:58:18
994,311,16,1,16:58:29
995,305,12,1,16:58:42
996,305,12,1,16:58:47
